HLA-DQA1	HLA-DQA1	1.0
ESR1	HLA-DQA1	-0.07925665212034211
HLA-DRB1	HLA-DQA1	0.4601139469831875
CA12	HLA-DQA1	-0.01496740493689029
HLA-A	HLA-DQA1	-0.012948276521008219
PROM1	HLA-DQA1	-0.04393778403349166
EEF1A2	HLA-DQA1	-0.041803563293102315
MMP1	HLA-DQA1	0.05600859467937689
ACTG2	HLA-DQA1	-0.03602832888359438
GATA3	HLA-DQA1	-0.03464670095729827
CNTNAP2	HLA-DQA1	-0.09408886185860078
COL11A1	HLA-DQA1	0.046139356122954764
FGFR3	HLA-DQA1	-0.08628811970363699
COL2A1	HLA-DQA1	-0.043937979471192636
COMP	HLA-DQA1	-0.032065226323846355
AKR1C2	HLA-DQA1	0.004966856871754264
CP	HLA-DQA1	-0.07158346703562678
MMP9	HLA-DQA1	0.13969592134899533
ATP6V1B1	HLA-DQA1	0.04810220034979575
C4B	HLA-DQA1	0.05095942710832776
COL1A1	HLA-DQA1	0.07757019775643546
SERPINA1	HLA-DQA1	-0.021708700467261796
C4A	HLA-DQA1	0.045083709546492365
FOLR1	HLA-DQA1	-0.06937911460148662
CA2	HLA-DQA1	0.001550661748228751
MYH11	HLA-DQA1	-0.043339557962927135
CRYAB	HLA-DQA1	-0.01974940176342382
FOS	HLA-DQA1	0.015844994459447193
SLC40A1	HLA-DQA1	0.056190727693965985
SCNN1A	HLA-DQA1	0.025027690244388584
CCND1	HLA-DQA1	-0.10658988295025866
CDH1	HLA-DQA1	0.06682777331223745
PHGDH	HLA-DQA1	0.0969344659254319
ALB	HLA-DQA1	0.028188509108874184
PLAT	HLA-DQA1	-0.09088738983735757
GJA1	HLA-DQA1	-0.03067812258225791
HBB	HLA-DQA1	0.07129112968037846
FGB	HLA-DQA1	0.006519351359051286
MAOA	HLA-DQA1	-0.07023366238170212
ERBB2	HLA-DQA1	-0.09815009573078877
SLC9A3R1	HLA-DQA1	0.048666188772012065
COL4A5	HLA-DQA1	-0.027639504486580976
CD36	HLA-DQA1	-0.007139514708598378
KYNU	HLA-DQA1	0.08709607834219037
LAMB3	HLA-DQA1	0.03138373622033198
COL5A1	HLA-DQA1	0.09447371049781694
TAP1	HLA-DQA1	0.2039202353755354
LIPE	HLA-DQA1	-0.006554693155718783
HBA2	HLA-DQA1	0.09949012823606117
CDH3	HLA-DQA1	0.05070063580369375
HLA-B	HLA-DQA1	0.18667452251905145
LPL	HLA-DQA1	0.040247121235749965
PON3	HLA-DQA1	-0.035025697069783944
TNC	HLA-DQA1	0.017465656081648556
CD3E	HLA-DQA1	0.14566005502434845
COL12A1	HLA-DQA1	0.04310284703161085
DCN	HLA-DQA1	0.023381529400883783
A2M	HLA-DQA1	0.027271951245271504
ELOVL5	HLA-DQA1	-0.1012801655916038
TOP2A	HLA-DQA1	-0.06850683748254377
FN1	HLA-DQA1	0.10509556579282128
COL5A2	HLA-DQA1	0.09214733271002103
HGD	HLA-DQA1	-0.04648272547330611
AR	HLA-DQA1	-0.03333339002523878
TF	HLA-DQA1	0.02699989149313363
GAMT	HLA-DQA1	-0.10457491875551225
FBP1	HLA-DQA1	0.0354566665318224
CD79A	HLA-DQA1	0.13178060508786188
COL6A1	HLA-DQA1	0.08471194850583277
APOE	HLA-DQA1	0.21846890266834884
MMP2	HLA-DQA1	0.15427044525024475
HSPB1	HLA-DQA1	-0.03446373451582341
ABCC8	HLA-DQA1	0.0948990866581914
LCK	HLA-DQA1	0.12698095843567533
COL1A2	HLA-DQA1	0.11670164514676404
C1QA	HLA-DQA1	0.22287227023116468
RARA	HLA-DQA1	-0.030267884016709618
ENPP1	HLA-DQA1	-0.10516598099809527
CYP1B1	HLA-DQA1	-0.01530826634237304
CLDN1	HLA-DQA1	0.014043682579665892
CD3D	HLA-DQA1	0.14438319881893769
NCF1	HLA-DQA1	0.14578442759505345
BCL2	HLA-DQA1	-0.07856350134817446
ALPL	HLA-DQA1	0.058263023480009765
HMOX1	HLA-DQA1	0.12416646582980721
MMP14	HLA-DQA1	0.02365610603004422
HBA1	HLA-DQA1	0.06971642974231528
HLA-DRA	HLA-DQA1	0.2673500116435742
KIT	HLA-DQA1	0.004453107869436889
GLA	HLA-DQA1	-0.04160391704103827
PLAU	HLA-DQA1	0.0820163363207749
CTSK	HLA-DQA1	0.14398023521948308
ABCA3	HLA-DQA1	-0.11918397993041188
GLI3	HLA-DQA1	4.596443962065871e-05
KCNN4	HLA-DQA1	-0.11767157835543257
FCGR3A	HLA-DQA1	0.224424923279898
LRP2	HLA-DQA1	-0.06766146378015218
DKK1	HLA-DQA1	-0.06312686430739814
ACP5	HLA-DQA1	0.20016230191495815
AGT	HLA-DQA1	-0.021722341486856856
HLA-DQA1	ESR1	-0.07925665212034211
ESR1	ESR1	0.9999999999999999
HLA-DRB1	ESR1	-0.06616554815690248
CA12	ESR1	0.8208375312039075
HLA-A	ESR1	-0.004667199927886656
PROM1	ESR1	-0.5666590514575057
EEF1A2	ESR1	0.5074982294434918
MMP1	ESR1	-0.3845142273329503
ACTG2	ESR1	-0.24761061837240705
GATA3	ESR1	0.8510433015175116
CNTNAP2	ESR1	0.21386036255211982
COL11A1	ESR1	0.07232767898267059
FGFR3	ESR1	0.4764715662323588
COL2A1	ESR1	-0.0039113197425814945
COMP	ESR1	0.2742385087373724
AKR1C2	ESR1	-0.14458284590452264
CP	ESR1	-0.3960768140334274
MMP9	ESR1	-0.3559516867130131
ATP6V1B1	ESR1	0.2807596040073316
C4B	ESR1	0.4781792466744748
COL1A1	ESR1	0.1550023989693789
SERPINA1	ESR1	0.08070117853402563
C4A	ESR1	0.48813796659435443
FOLR1	ESR1	-0.4065385605170231
CA2	ESR1	0.23642268089984558
MYH11	ESR1	0.17382372511922892
CRYAB	ESR1	-0.29105170685074905
FOS	ESR1	0.3071648059754626
SLC40A1	ESR1	0.32097287219680026
SCNN1A	ESR1	0.5641231809976657
CCND1	ESR1	0.5483407390786684
CDH1	ESR1	0.16240042015765146
PHGDH	ESR1	-0.4605880536387962
ALB	ESR1	0.07675135847623937
PLAT	ESR1	0.38551593356262476
GJA1	ESR1	0.30710949452933495
HBB	ESR1	0.2269163882453988
FGB	ESR1	-0.15514715887926883
MAOA	ESR1	0.3666681551286797
ERBB2	ESR1	-0.15481830673166733
SLC9A3R1	ESR1	0.40739512655153814
COL4A5	ESR1	0.47648193866571675
CD36	ESR1	0.08134353657674626
KYNU	ESR1	-0.4459178328528469
LAMB3	ESR1	-0.14138470947057333
COL5A1	ESR1	0.11341214464477332
TAP1	ESR1	-0.412929295231253
LIPE	ESR1	0.26419892498436126
HBA2	ESR1	0.18565889771318111
CDH3	ESR1	-0.6779287826326796
HLA-B	ESR1	-0.25917485659719475
LPL	ESR1	0.0066138668013005246
PON3	ESR1	-0.021746843797339592
TNC	ESR1	-0.23783644928152203
CD3E	ESR1	-0.34991491495857374
COL12A1	ESR1	0.106495348302293
DCN	ESR1	0.1423454434719074
A2M	ESR1	-0.13851661188012174
ELOVL5	ESR1	0.5414192553415252
TOP2A	ESR1	-0.2431073762502306
FN1	ESR1	-0.05491287604205523
COL5A2	ESR1	0.08339574101735625
HGD	ESR1	0.19442400881185481
AR	ESR1	0.6244711888462825
TF	ESR1	-0.13733672076197787
GAMT	ESR1	0.6631495895391778
FBP1	ESR1	0.6093146847606539
CD79A	ESR1	-0.37734608866679004
COL6A1	ESR1	0.017584014950513333
APOE	ESR1	-0.25810550382202135
MMP2	ESR1	-0.03353770519389023
HSPB1	ESR1	0.34647954455528407
ABCC8	ESR1	0.5097704251467924
LCK	ESR1	-0.426135400229503
COL1A2	ESR1	0.09718596937663186
C1QA	ESR1	-0.468814463686404
RARA	ESR1	0.4961799076620073
ENPP1	ESR1	0.4492910487535538
CYP1B1	ESR1	-0.40672816082450797
CLDN1	ESR1	-0.284447188207257
CD3D	ESR1	-0.40603891613633014
NCF1	ESR1	-0.4149309628541339
